cntry,cproddat,essround,fltlnl,happy,sclmeet,inmdisc,agea,filter
BG,12.12.2018,5,8,88,5,8,16,2
CH,12.12.2018,5,1,9,7,1,16,2
CH,12.12.2018,5,1,8,7,1,16,2
CH,12.12.2018,5,2,8,6,1,16,2
CH,12.12.2018,5,1,9,4,1,16,2
CH,12.12.2018,5,1,10,6,1,16,2
CH,12.12.2018,5,1,10,7,1,16,2
CH,12.12.2018,5,1,8,6,1,16,2
CH,12.12.2018,5,2,10,7,1,16,2
CH,12.12.2018,5,1,6,7,1,16,2
CH,12.12.2018,5,1,9,7,1,16,2
CH,12.12.2018,5,1,9,7,1,16,2
CH,12.12.2018,5,1,9,6,1,16,2
CY,12.12.2018,5,1,9,7,1,16,2
CY,12.12.2018,5,4,9,7,1,16,2
CY,12.12.2018,5,1,8,6,1,16,2
CZ,12.12.2018,5,1,9,7,1,16,2
CZ,12.12.2018,5,8,88,7,1,16,2
CZ,12.12.2018,5,1,4,7,1,16,2
CZ,12.12.2018,5,1,9,5,1,16,2
CZ,12.12.2018,5,2,7,2,2,16,2
CZ,12.12.2018,5,2,7,7,1,16,2
CZ,12.12.2018,5,1,8,7,1,16,2
CZ,12.12.2018,5,1,10,7,1,16,2
DE,12.12.2018,5,1,8,7,1,16,2
DE,12.12.2018,5,2,2,4,1,16,2
DE,12.12.2018,5,1,9,7,1,16,2
DE,12.12.2018,5,1,5,7,1,16,2
DE,12.12.2018,5,2,8,7,1,16,2
DE,12.12.2018,5,1,6,4,1,16,2
DE,12.12.2018,5,2,8,7,1,16,2
DE,12.12.2018,5,1,6,6,1,16,2
DE,12.12.2018,5,1,9,6,1,16,2
DE,12.12.2018,5,1,9,7,1,16,2
DE,12.12.2018,5,1,10,6,1,16,2
DE,12.12.2018,5,1,9,7,1,16,2
DE,12.12.2018,5,2,4,3,1,16,2
DK,12.12.2018,5,1,8,7,1,16,2
DK,12.12.2018,5,1,7,7,1,16,2
DK,12.12.2018,5,1,9,6,1,16,2
EE,12.12.2018,5,1,9,6,1,16,2
EE,12.12.2018,5,2,7,5,1,16,2
EE,12.12.2018,5,2,6,5,2,16,2
EE,12.12.2018,5,1,8,7,1,16,2
ES,12.12.2018,5,1,8,7,2,16,2
ES,12.12.2018,5,1,9,6,1,16,2
ES,12.12.2018,5,1,9,7,1,16,2
ES,12.12.2018,5,1,9,4,1,16,2
ES,12.12.2018,5,2,7,6,1,16,2
ES,12.12.2018,5,1,10,7,1,16,2
ES,12.12.2018,5,1,8,6,1,16,2
ES,12.12.2018,5,2,8,6,1,16,2
FI,12.12.2018,5,1,8,7,1,16,2
FI,12.12.2018,5,1,9,6,1,16,2
FI,12.12.2018,5,1,8,4,1,16,2
FI,12.12.2018,5,1,8,6,1,16,2
FI,12.12.2018,5,1,10,7,1,16,2
FI,12.12.2018,5,1,10,7,1,16,2
FI,12.12.2018,5,1,8,5,1,16,2
FI,12.12.2018,5,2,9,6,1,16,2
FI,12.12.2018,5,1,8,3,1,16,2
FR,12.12.2018,5,1,9,6,2,16,2
FR,12.12.2018,5,1,8,7,1,16,2
FR,12.12.2018,5,1,8,7,8,16,2
FR,12.12.2018,5,1,7,7,1,16,2
FR,12.12.2018,5,1,8,7,1,16,2
GB,12.12.2018,5,1,10,7,1,16,2
GB,12.12.2018,5,2,10,7,1,16,2
GB,12.12.2018,5,1,8,7,1,16,2
GB,12.12.2018,5,2,8,7,1,16,2
GB,12.12.2018,5,2,7,6,8,16,2
GB,12.12.2018,5,1,9,7,1,16,2
GB,12.12.2018,5,1,8,4,1,16,2
GR,12.12.2018,5,2,7,5,1,16,2
GR,12.12.2018,5,1,10,5,1,16,2
GR,12.12.2018,5,1,8,6,1,16,2
GR,12.12.2018,5,2,5,4,1,16,2
GR,12.12.2018,5,1,7,6,1,16,2
GR,12.12.2018,5,1,7,2,1,16,2
GR,12.12.2018,5,1,9,3,1,16,2
GR,12.12.2018,5,1,7,7,1,16,2
GR,12.12.2018,5,4,6,7,1,16,2
GR,12.12.2018,5,1,8,5,1,16,2
GR,12.12.2018,5,1,9,3,1,16,2
GR,12.12.2018,5,3,10,7,1,16,2
GR,12.12.2018,5,1,10,6,1,16,2
GR,12.12.2018,5,1,10,7,1,16,2
HR,12.12.2018,5,1,8,7,1,16,2
HR,12.12.2018,5,1,7,6,1,16,2
IE,12.12.2018,5,3,3,3,1,16,2
IE,12.12.2018,5,1,8,6,1,16,2
IE,12.12.2018,5,1,10,6,1,16,2
IE,12.12.2018,5,1,7,5,1,16,2
IE,12.12.2018,5,2,9,5,1,16,2
IE,12.12.2018,5,3,4,2,1,16,2
IE,12.12.2018,5,1,10,7,1,16,2
IE,12.12.2018,5,1,9,7,1,16,2
IE,12.12.2018,5,1,8,6,1,16,2
IL,12.12.2018,5,3,8,6,1,16,2
IL,12.12.2018,5,1,10,7,1,16,2
IL,12.12.2018,5,1,10,7,1,16,2
IL,12.12.2018,5,1,10,7,1,16,2
IL,12.12.2018,5,2,8,7,1,16,2
IL,12.12.2018,5,1,7,7,1,16,2
IL,12.12.2018,5,1,10,7,1,16,2
IL,12.12.2018,5,1,9,7,1,16,2
IL,12.12.2018,5,1,10,7,1,16,2
IL,12.12.2018,5,1,10,7,1,16,2
IL,12.12.2018,5,1,10,7,1,16,2
IL,12.12.2018,5,1,9,5,1,16,2
IL,12.12.2018,5,1,8,7,1,16,2
IL,12.12.2018,5,1,10,5,1,16,2
IL,12.12.2018,5,2,7,6,9,16,2
IL,12.12.2018,5,2,7,6,1,16,2
IL,12.12.2018,5,1,8,2,1,16,2
IL,12.12.2018,5,1,10,6,1,16,2
LT,12.12.2018,5,1,10,6,1,16,2
LT,12.12.2018,5,1,10,6,1,16,2
NL,12.12.2018,5,3,8,7,1,16,2
NL,12.12.2018,5,1,9,6,1,16,2
NL,12.12.2018,5,1,9,7,1,16,2
NO,12.12.2018,5,1,9,7,1,16,2
NO,12.12.2018,5,1,10,7,1,16,2
NO,12.12.2018,5,2,8,7,1,16,2
NO,12.12.2018,5,1,10,7,1,16,2
NO,12.12.2018,5,1,10,7,1,16,2
NO,12.12.2018,5,1,10,7,1,16,2
NO,12.12.2018,5,1,9,7,1,16,2
NO,12.12.2018,5,1,10,7,1,16,2
PL,12.12.2018,5,1,9,7,1,16,2
PL,12.12.2018,5,1,8,5,8,16,2
PL,12.12.2018,5,1,88,7,1,16,2
PL,12.12.2018,5,1,8,7,1,16,2
PL,12.12.2018,5,1,7,7,1,16,2
PL,12.12.2018,5,1,10,6,1,16,2
PL,12.12.2018,5,8,10,6,2,16,2
PL,12.12.2018,5,1,7,6,8,16,2
PL,12.12.2018,5,1,10,7,2,16,2
PL,12.12.2018,5,1,7,6,2,16,2
PT,12.12.2018,5,1,10,7,1,16,2
PT,12.12.2018,5,1,10,7,1,16,2
PT,12.12.2018,5,1,8,6,1,16,2
PT,12.12.2018,5,1,9,7,1,16,2
RU,12.12.2018,5,1,6,6,1,16,2
RU,12.12.2018,5,1,10,7,1,16,2
RU,12.12.2018,5,2,7,4,1,16,2
RU,12.12.2018,5,1,4,7,2,16,2
SE,12.12.2018,5,1,9,7,1,16,2
SE,12.12.2018,5,1,8,7,1,16,2
SE,12.12.2018,5,2,7,5,1,16,2
SE,12.12.2018,5,2,9,7,2,16,2
SE,12.12.2018,5,1,7,7,1,16,2
SI,12.12.2018,5,1,10,7,1,16,2
SI,12.12.2018,5,1,9,4,1,16,2
SI,12.12.2018,5,1,8,5,1,16,2
SI,12.12.2018,5,2,7,7,1,16,2
SI,12.12.2018,5,1,10,7,1,16,2
SK,12.12.2018,5,1,9,7,1,16,2
SK,12.12.2018,5,2,6,7,1,16,2
SK,12.12.2018,5,1,10,7,1,16,2
SK,12.12.2018,5,2,5,7,1,16,2
SK,12.12.2018,5,2,9,5,1,16,2
UA,12.12.2018,5,1,8,5,1,16,2
UA,12.12.2018,5,2,3,6,1,16,2
UA,12.12.2018,5,1,7,7,1,16,2
UA,12.12.2018,5,2,4,3,1,16,2
UA,12.12.2018,5,1,7,7,1,16,2
UA,12.12.2018,5,3,4,7,1,16,2
UA,12.12.2018,5,1,6,4,1,16,2
BE,12.12.2018,6,1,9,6,,16,2
BE,12.12.2018,6,1,9,7,,16,2
BE,12.12.2018,6,1,9,5,,16,2
BE,12.12.2018,6,1,10,7,,16,2
BE,12.12.2018,6,1,7,6,,16,2
BE,12.12.2018,6,2,8,7,,16,2
BE,12.12.2018,6,1,5,4,,16,2
BE,12.12.2018,6,1,10,7,,16,2
BG,12.12.2018,6,1,0,7,,16,2
BG,12.12.2018,6,1,10,6,,16,2
BG,12.12.2018,6,4,10,1,,16,2
CH,12.12.2018,6,3,8,6,,16,2
CH,12.12.2018,6,2,8,7,,16,2
CH,12.12.2018,6,1,9,6,,16,2
CH,12.12.2018,6,2,10,6,,16,2
CH,12.12.2018,6,1,7,6,,16,2
CH,12.12.2018,6,1,8,6,,16,2
CH,12.12.2018,6,1,10,7,,16,2
CH,12.12.2018,6,1,9,6,,16,2
CH,12.12.2018,6,1,8,5,,16,2
CH,12.12.2018,6,1,8,6,,16,2
CY,12.12.2018,6,2,3,3,,16,2
CY,12.12.2018,6,1,8,7,,16,2
CY,12.12.2018,6,1,10,2,,16,2
CY,12.12.2018,6,1,10,7,,16,2
CY,12.12.2018,6,3,5,4,,16,2
CZ,12.12.2018,6,1,8,4,,16,2
CZ,12.12.2018,6,1,9,7,,16,2
CZ,12.12.2018,6,1,9,6,,16,2
CZ,12.12.2018,6,1,8,2,,16,2
CZ,12.12.2018,6,1,8,7,,16,2
CZ,12.12.2018,6,1,8,7,,16,2
CZ,12.12.2018,6,1,10,6,,16,2
CZ,12.12.2018,6,2,10,7,,16,2
CZ,12.12.2018,6,1,8,7,,16,2
DE,12.12.2018,6,1,9,6,,16,2
DE,12.12.2018,6,2,9,5,,16,2
DE,12.12.2018,6,1,9,5,,16,2
DE,12.12.2018,6,2,9,7,,16,2
DE,12.12.2018,6,2,5,4,,16,2
DE,12.12.2018,6,1,7,7,,16,2
DE,12.12.2018,6,1,9,5,,16,2
DE,12.12.2018,6,1,8,7,,16,2
DE,12.12.2018,6,1,7,7,,16,2
DE,12.12.2018,6,1,10,7,,16,2
DE,12.12.2018,6,2,7,6,,16,2
DE,12.12.2018,6,1,7,6,,16,2
DE,12.12.2018,6,1,7,6,,16,2
DE,12.12.2018,6,1,9,6,,16,2
DE,12.12.2018,6,2,8,6,,16,2
DK,12.12.2018,6,1,9,7,,16,2
DK,12.12.2018,6,1,9,6,,16,2
DK,12.12.2018,6,1,10,6,,16,2
DK,12.12.2018,6,2,9,6,,16,2
DK,12.12.2018,6,1,10,7,,16,2
DK,12.12.2018,6,1,10,7,,16,2
DK,12.12.2018,6,1,9,7,,16,2
DK,12.12.2018,6,2,10,6,,16,2
EE,12.12.2018,6,1,9,4,,16,2
EE,12.12.2018,6,3,7,7,,16,2
EE,12.12.2018,6,1,8,7,,16,2
EE,12.12.2018,6,1,9,6,,16,2
EE,12.12.2018,6,1,8,5,,16,2
EE,12.12.2018,6,1,10,7,,16,2
EE,12.12.2018,6,1,10,7,,16,2
EE,12.12.2018,6,1,8,6,,16,2
EE,12.12.2018,6,1,7,6,,16,2
ES,12.12.2018,6,2,7,4,,16,2
ES,12.12.2018,6,2,8,5,,16,2
ES,12.12.2018,6,4,8,2,,16,2
ES,12.12.2018,6,1,9,6,,16,2
ES,12.12.2018,6,1,9,5,,16,2
FI,12.12.2018,6,1,8,7,,16,2
FI,12.12.2018,6,2,8,5,,16,2
FI,12.12.2018,6,2,8,5,,16,2
FI,12.12.2018,6,1,9,5,,16,2
FI,12.12.2018,6,1,8,7,,16,2
FI,12.12.2018,6,1,9,5,,16,2
FI,12.12.2018,6,3,8,6,,16,2
FI,12.12.2018,6,1,9,7,,16,2
FI,12.12.2018,6,1,10,7,,16,2
FI,12.12.2018,6,2,8,6,,16,2
FI,12.12.2018,6,1,9,7,,16,2
FR,12.12.2018,6,1,5,7,,16,2
FR,12.12.2018,6,1,8,7,,16,2
FR,12.12.2018,6,1,9,7,,16,2
GB,12.12.2018,6,1,7,7,,16,2
GB,12.12.2018,6,1,8,6,,16,2
GB,12.12.2018,6,1,7,6,,16,2
GB,12.12.2018,6,1,8,5,,16,2
GB,12.12.2018,6,1,9,7,,16,2
GB,12.12.2018,6,1,9,4,,16,2
GB,12.12.2018,6,1,10,7,,16,2
HU,12.12.2018,6,1,8,4,,16,2
HU,12.12.2018,6,1,8,6,,16,2
HU,12.12.2018,6,1,2,7,,16,2
HU,12.12.2018,6,1,8,7,,16,2
HU,12.12.2018,6,1,10,6,,16,2
HU,12.12.2018,6,1,9,2,,16,2
HU,12.12.2018,6,1,8,4,,16,2
HU,12.12.2018,6,2,7,4,,16,2
IE,12.12.2018,6,1,9,7,,16,2
IE,12.12.2018,6,1,7,7,,16,2
IE,12.12.2018,6,1,8,7,,16,2
IE,12.12.2018,6,1,8,6,,16,2
IE,12.12.2018,6,2,8,6,,16,2
IE,12.12.2018,6,1,7,5,,16,2
IE,12.12.2018,6,1,6,6,,16,2
IE,12.12.2018,6,1,10,7,,16,2
IL,12.12.2018,6,2,9,7,,16,2
IL,12.12.2018,6,1,10,7,,16,2
IL,12.12.2018,6,1,10,6,,16,2
IL,12.12.2018,6,1,7,7,,16,2
IL,12.12.2018,6,1,10,7,,16,2
IL,12.12.2018,6,1,9,7,,16,2
IL,12.12.2018,6,1,6,7,,16,2
IL,12.12.2018,6,1,8,7,,16,2
IL,12.12.2018,6,1,6,7,,16,2
IL,12.12.2018,6,2,6,4,,16,2
IL,12.12.2018,6,1,10,7,,16,2
IS,12.12.2018,6,2,8,7,,16,2
IS,12.12.2018,6,1,10,7,,16,2
IS,12.12.2018,6,1,9,6,,16,2
IT,12.12.2018,6,2,8,6,,16,2
IT,12.12.2018,6,1,7,6,,16,2
IT,12.12.2018,6,1,8,6,,16,2
IT,12.12.2018,6,2,7,5,,16,2
LT,12.12.2018,6,1,8,6,,16,2
LT,12.12.2018,6,2,9,6,,16,2
LT,12.12.2018,6,2,7,7,,16,2
LT,12.12.2018,6,8,3,4,,16,2
LT,12.12.2018,6,1,8,6,,16,2
LT,12.12.2018,6,1,9,7,,16,2
LT,12.12.2018,6,1,9,7,,16,2
LT,12.12.2018,6,1,8,3,,16,2
LT,12.12.2018,6,3,7,7,,16,2
LT,12.12.2018,6,1,9,6,,16,2
LT,12.12.2018,6,1,7,6,,16,2
LT,12.12.2018,6,1,10,7,,16,2
LT,12.12.2018,6,2,9,88,,16,2
LT,12.12.2018,6,1,8,7,,16,2
LT,12.12.2018,6,2,9,6,,16,2
LT,12.12.2018,6,1,9,6,,16,2
NL,12.12.2018,6,1,9,7,,16,2
NO,12.12.2018,6,1,8,6,,16,2
NO,12.12.2018,6,1,6,6,,16,2
NO,12.12.2018,6,1,9,7,,16,2
NO,12.12.2018,6,1,8,7,,16,2
NO,12.12.2018,6,1,8,6,,16,2
NO,12.12.2018,6,1,9,7,,16,2
NO,12.12.2018,6,1,10,7,,16,2
NO,12.12.2018,6,1,7,6,,16,2
PL,12.12.2018,6,1,10,7,,16,2
PL,12.12.2018,6,1,10,7,,16,2
PL,12.12.2018,6,1,9,5,,16,2
PL,12.12.2018,6,1,9,6,,16,2
PL,12.12.2018,6,2,9,4,,16,2
PL,12.12.2018,6,2,8,7,,16,2
PT,12.12.2018,6,1,9,7,,16,2
PT,12.12.2018,6,1,4,6,,16,2
PT,12.12.2018,6,4,9,7,,16,2
PT,12.12.2018,6,1,9,7,,16,2
PT,12.12.2018,6,1,9,7,,16,2
RU,12.12.2018,6,1,9,7,,16,2
RU,12.12.2018,6,1,8,7,,16,2
RU,12.12.2018,6,2,8,6,,16,2
RU,12.12.2018,6,1,8,7,,16,2
RU,12.12.2018,6,2,5,4,,16,2
RU,12.12.2018,6,1,8,7,,16,2
RU,12.12.2018,6,1,6,6,,16,2
RU,12.12.2018,6,1,6,6,,16,2
SE,12.12.2018,6,2,8,7,,16,2
SE,12.12.2018,6,1,8,7,,16,2
SE,12.12.2018,6,1,8,2,,16,2
SE,12.12.2018,6,1,8,7,,16,2
SE,12.12.2018,6,1,9,7,,16,2
SE,12.12.2018,6,1,8,6,,16,2
SE,12.12.2018,6,1,9,7,,16,2
SE,12.12.2018,6,1,8,6,,16,2
SE,12.12.2018,6,2,5,6,,16,2
SE,12.12.2018,6,1,10,7,,16,2
SE,12.12.2018,6,1,8,7,,16,2
SI,12.12.2018,6,1,6,5,,16,2
SI,12.12.2018,6,1,10,4,,16,2
SI,12.12.2018,6,1,10,7,,16,2
SI,12.12.2018,6,2,6,5,,16,2
SI,12.12.2018,6,2,8,6,,16,2
SI,12.12.2018,6,1,10,6,,16,2
UA,12.12.2018,6,1,7,6,,16,2
UA,12.12.2018,6,2,3,6,,16,2
UA,12.12.2018,6,8,8,6,,16,2
UA,12.12.2018,6,1,9,7,,16,2
UA,12.12.2018,6,2,7,7,,16,2
UA,12.12.2018,6,1,8,3,,16,2
UA,12.12.2018,6,2,8,6,,16,2
UA,12.12.2018,6,1,8,6,,16,2
UA,12.12.2018,6,1,7,7,,16,2
AT,12.12.2018,7,1,8,6,,16,2
AT,12.12.2018,7,1,7,6,,16,2
AT,12.12.2018,7,1,8,7,,16,2
AT,12.12.2018,7,2,9,5,,16,2
AT,12.12.2018,7,1,9,7,,16,2
AT,12.12.2018,7,1,8,7,,16,2
BE,12.12.2018,7,1,8,6,,16,2
BE,12.12.2018,7,1,8,7,,16,2
BE,12.12.2018,7,1,8,7,,16,2
BE,12.12.2018,7,2,9,6,,16,2
BE,12.12.2018,7,1,9,6,,16,2
BE,12.12.2018,7,1,8,6,,16,2
BE,12.12.2018,7,1,9,6,,16,2
BE,12.12.2018,7,1,9,5,,16,2
BE,12.12.2018,7,1,8,6,,16,2
BE,12.12.2018,7,1,8,6,,16,2
CH,12.12.2018,7,4,5,2,,16,2
CH,12.12.2018,7,1,7,6,,16,2
CH,12.12.2018,7,2,8,6,,16,2
CH,12.12.2018,7,1,9,6,,16,2
CH,12.12.2018,7,1,10,7,,16,2
CH,12.12.2018,7,1,8,5,,16,2
CH,12.12.2018,7,3,4,6,,16,2
CH,12.12.2018,7,1,9,6,,16,2
CH,12.12.2018,7,1,9,6,,16,2
CH,12.12.2018,7,2,6,7,,16,2
CH,12.12.2018,7,1,9,5,,16,2
CH,12.12.2018,7,1,8,4,,16,2
CH,12.12.2018,7,1,10,6,,16,2
CH,12.12.2018,7,1,7,5,,16,2
CH,12.12.2018,7,1,8,6,,16,2
CH,12.12.2018,7,1,9,7,,16,2
CH,12.12.2018,7,1,9,6,,16,2
CH,12.12.2018,7,1,9,4,,16,2
CH,12.12.2018,7,2,10,5,,16,2
CH,12.12.2018,7,1,8,6,,16,2
CZ,12.12.2018,7,1,6,2,,16,2
CZ,12.12.2018,7,1,5,7,,16,2
CZ,12.12.2018,7,2,9,1,,16,2
CZ,12.12.2018,7,1,9,7,,16,2
CZ,12.12.2018,7,1,7,5,,16,2
DE,12.12.2018,7,1,9,3,,16,2
DE,12.12.2018,7,2,8,7,,16,2
DE,12.12.2018,7,1,8,4,,16,2
DE,12.12.2018,7,1,5,7,,16,2
DE,12.12.2018,7,2,7,6,,16,2
DE,12.12.2018,7,1,8,7,,16,2
DE,12.12.2018,7,1,9,4,,16,2
DE,12.12.2018,7,1,9,6,,16,2
DE,12.12.2018,7,1,8,7,,16,2
DE,12.12.2018,7,1,9,4,,16,2
DE,12.12.2018,7,1,9,5,,16,2
DE,12.12.2018,7,2,8,6,,16,2
DE,12.12.2018,7,1,7,4,,16,2
DE,12.12.2018,7,2,6,6,,16,2
DK,12.12.2018,7,2,8,7,,16,2
DK,12.12.2018,7,1,9,7,,16,2
DK,12.12.2018,7,1,9,7,,16,2
DK,12.12.2018,7,2,7,7,,16,2
DK,12.12.2018,7,1,8,7,,16,2
DK,12.12.2018,7,1,8,6,,16,2
DK,12.12.2018,7,1,8,6,,16,2
DK,12.12.2018,7,1,9,7,,16,2
DK,12.12.2018,7,1,9,4,,16,2
DK,12.12.2018,7,1,9,7,,16,2
DK,12.12.2018,7,1,6,6,,16,2
DK,12.12.2018,7,1,9,4,,16,2
DK,12.12.2018,7,1,8,6,,16,2
DK,12.12.2018,7,2,9,7,,16,2
EE,12.12.2018,7,1,8,7,,16,2
EE,12.12.2018,7,1,6,7,,16,2
EE,12.12.2018,7,2,5,7,,16,2
EE,12.12.2018,7,1,9,5,,16,2
EE,12.12.2018,7,1,5,3,,16,2
EE,12.12.2018,7,1,8,7,,16,2
ES,12.12.2018,7,1,10,6,,16,2
ES,12.12.2018,7,1,5,6,,16,2
FI,12.12.2018,7,1,5,6,,16,2
FI,12.12.2018,7,1,10,7,,16,2
FI,12.12.2018,7,1,9,7,,16,2
FI,12.12.2018,7,1,9,5,,16,2
FI,12.12.2018,7,1,8,7,,16,2
FI,12.12.2018,7,2,7,6,,16,2
FI,12.12.2018,7,1,9,7,,16,2
FR,12.12.2018,7,2,7,6,,16,2
FR,12.12.2018,7,1,9,6,,16,2
FR,12.12.2018,7,3,8,6,,16,2
FR,12.12.2018,7,2,7,4,,16,2
FR,12.12.2018,7,1,9,5,,16,2
FR,12.12.2018,7,2,8,6,,16,2
GB,12.12.2018,7,1,8,7,,16,2
GB,12.12.2018,7,1,10,7,,16,2
GB,12.12.2018,7,2,8,6,,16,2
GB,12.12.2018,7,1,9,6,,16,2
GB,12.12.2018,7,1,10,4,,16,2
HU,12.12.2018,7,1,9,7,,16,2
HU,12.12.2018,7,2,7,4,,16,2
HU,12.12.2018,7,2,7,5,,16,2
HU,12.12.2018,7,1,7,4,,16,2
IE,12.12.2018,7,2,8,4,,16,2
IE,12.12.2018,7,1,9,6,,16,2
IE,12.12.2018,7,1,9,7,,16,2
IE,12.12.2018,7,1,10,6,,16,2
IE,12.12.2018,7,2,6,6,,16,2
IE,12.12.2018,7,2,8,6,,16,2
IL,12.12.2018,7,1,8,6,,16,2
IL,12.12.2018,7,1,9,88,,16,2
IL,12.12.2018,7,1,9,88,,16,2
IL,12.12.2018,7,8,9,88,,16,2
IL,12.12.2018,7,1,10,4,,16,2
IL,12.12.2018,7,2,6,5,,16,2
IL,12.12.2018,7,1,7,6,,16,2
IL,12.12.2018,7,1,10,88,,16,2
IL,12.12.2018,7,8,7,88,,16,2
IL,12.12.2018,7,1,4,3,,16,2
IL,12.12.2018,7,1,10,6,,16,2
IL,12.12.2018,7,2,8,88,,16,2
IL,12.12.2018,7,1,10,6,,16,2
IL,12.12.2018,7,2,6,4,,16,2
IL,12.12.2018,7,1,10,6,,16,2
IL,12.12.2018,7,2,8,2,,16,2
LT,12.12.2018,7,1,7,6,,16,2
LT,12.12.2018,7,1,9,7,,16,2
LT,12.12.2018,7,2,8,7,,16,2
LT,12.12.2018,7,1,9,6,,16,2
LT,12.12.2018,7,1,8,6,,16,2
LT,12.12.2018,7,1,7,5,,16,2
LT,12.12.2018,7,1,10,7,,16,2
LT,12.12.2018,7,1,8,6,,16,2
LT,12.12.2018,7,1,10,4,,16,2
LT,12.12.2018,7,2,3,7,,16,2
LT,12.12.2018,7,1,9,7,,16,2
LT,12.12.2018,7,2,8,5,,16,2
LT,12.12.2018,7,1,9,6,,16,2
LT,12.12.2018,7,1,10,7,,16,2
LT,12.12.2018,7,1,9,5,,16,2
NL,12.12.2018,7,1,9,7,,16,2
NL,12.12.2018,7,1,8,7,,16,2
NL,12.12.2018,7,1,9,7,,16,2
NL,12.12.2018,7,1,7,6,,16,2
NL,12.12.2018,7,1,8,7,,16,2
NL,12.12.2018,7,1,8,7,,16,2
NL,12.12.2018,7,1,8,7,,16,2
NO,12.12.2018,7,2,9,7,,16,2
NO,12.12.2018,7,1,9,7,,16,2
NO,12.12.2018,7,1,10,7,,16,2
NO,12.12.2018,7,2,8,7,,16,2
NO,12.12.2018,7,1,8,7,,16,2
NO,12.12.2018,7,2,4,2,,16,2
PL,12.12.2018,7,1,7,4,,16,2
PL,12.12.2018,7,1,8,5,,16,2
PL,12.12.2018,7,1,8,6,,16,2
PL,12.12.2018,7,1,4,4,,16,2
PL,12.12.2018,7,1,8,5,,16,2
PL,12.12.2018,7,2,10,6,,16,2
PL,12.12.2018,7,1,9,6,,16,2
PT,12.12.2018,7,1,10,7,,16,2
PT,12.12.2018,7,1,7,6,,16,2
PT,12.12.2018,7,1,9,7,,16,2
PT,12.12.2018,7,1,10,7,,16,2
PT,12.12.2018,7,1,6,7,,16,2
PT,12.12.2018,7,1,8,7,,16,2
PT,12.12.2018,7,1,8,7,,16,2
PT,12.12.2018,7,1,5,7,,16,2
PT,12.12.2018,7,1,7,7,,16,2
PT,12.12.2018,7,1,7,7,,16,2
SE,12.12.2018,7,1,9,6,,16,2
SE,12.12.2018,7,1,10,6,,16,2
SE,12.12.2018,7,2,7,7,,16,2
SE,12.12.2018,7,2,7,6,,16,2
SE,12.12.2018,7,1,9,7,,16,2
SE,12.12.2018,7,1,8,7,,16,2
SE,12.12.2018,7,1,9,7,,16,2
SI,12.12.2018,7,2,10,6,,16,2
SI,12.12.2018,7,1,8,6,,16,2
SI,12.12.2018,7,1,9,6,,16,2
SI,12.12.2018,7,2,6,6,,16,2
SI,12.12.2018,7,1,10,7,,16,2
SI,12.12.2018,7,1,6,7,,16,2
AT,12.12.2018,3,1,9,6,1,17,2
AT,12.12.2018,3,2,7,7,1,17,2
AT,12.12.2018,3,7,1,6,1,17,2
AT,12.12.2018,3,2,8,6,1,17,2
AT,12.12.2018,3,2,7,7,1,17,2
AT,12.12.2018,3,1,10,7,1,17,2
AT,12.12.2018,3,3,7,6,1,17,2
AT,12.12.2018,3,1,8,7,1,17,2
AT,12.12.2018,3,2,10,6,8,17,2
AT,12.12.2018,3,2,6,6,1,17,2
AT,12.12.2018,3,2,9,7,1,17,2
AT,12.12.2018,3,1,9,6,1,17,2
AT,12.12.2018,3,1,8,6,1,17,2
AT,12.12.2018,3,1,8,7,1,17,2
AT,12.12.2018,3,1,7,7,1,17,2
AT,12.12.2018,3,2,10,7,1,17,2
AT,12.12.2018,3,1,5,7,1,17,2
BE,12.12.2018,3,1,7,6,1,17,2
BE,12.12.2018,3,1,8,7,1,17,2
BE,12.12.2018,3,1,9,6,1,17,2
BE,12.12.2018,3,2,8,6,1,17,2
BE,12.12.2018,3,2,7,6,1,17,2
BE,12.12.2018,3,2,8,6,1,17,2
BE,12.12.2018,3,1,9,6,1,17,2
BE,12.12.2018,3,1,9,6,1,17,2
BE,12.12.2018,3,1,7,6,1,17,2
BE,12.12.2018,3,1,8,7,1,17,2
BE,12.12.2018,3,4,7,4,1,17,2
BE,12.12.2018,3,1,8,5,1,17,2
BE,12.12.2018,3,1,6,5,1,17,2
BG,12.12.2018,3,1,10,7,1,17,2
BG,12.12.2018,3,2,4,2,1,17,2
BG,12.12.2018,3,2,1,7,1,17,2
BG,12.12.2018,3,1,8,7,1,17,2
BG,12.12.2018,3,1,9,6,1,17,2
BG,12.12.2018,3,1,8,4,1,17,2
BG,12.12.2018,3,1,7,7,1,17,2
CH,12.12.2018,3,1,9,5,1,17,2
CH,12.12.2018,3,1,8,5,1,17,2
CH,12.12.2018,3,2,8,6,1,17,2
CH,12.12.2018,3,1,6,7,1,17,2
CH,12.12.2018,3,1,8,6,1,17,2
CY,12.12.2018,3,1,8,6,1,17,2
CY,12.12.2018,3,1,8,7,1,17,2
CY,12.12.2018,3,1,8,4,1,17,2
DE,12.12.2018,3,2,9,4,1,17,2
DE,12.12.2018,3,1,7,6,1,17,2
DE,12.12.2018,3,1,7,6,1,17,2
DE,12.12.2018,3,1,10,6,1,17,2
DE,12.12.2018,3,1,9,7,1,17,2
DE,12.12.2018,3,1,9,7,1,17,2
